ID,中文动作,英文动作,类别,来源关系,元动作ID,道具ID,定位,来源,链接,演示范围,说明,成功判据建议,新增演示与定位
C08,先接触后闭合,Contact-before-close,contact,extension,P09;P11,salt;sensor,本库采集方案扩展；来源提供分解框架或相近任务,DexUMI: Using Human Hand as the Universal Manipulation Interface for Dexterous Manipulation;Classifying Human Manipulation Behavior,https://dex-umi.github.io/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,先接触后闭合。在固定工作区内记录接近、接触、执行和结束四个阶段。,力级任务必须有经标定的力 / 触觉记录；视频和 EMG 本身不能直接证明接触力达标。,[]
C09,只用活动指按压,Active-digit isolation,contact,extension,P10;P23,button;sensor,本库采集方案扩展；来源提供分解框架或相近任务,DexUMI: Using Human Hand as the Universal Manipulation Interface for Dexterous Manipulation;Classifying Human Manipulation Behavior,https://dex-umi.github.io/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,只用活动指按压。在固定工作区内记录接近、接触、执行和结束四个阶段。,力级任务必须有经标定的力 / 触觉记录；视频和 EMG 本身不能直接证明接触力达标。,[]
C10,指腹滚动接触追踪,Contact-patch rolling,contact,extension,P21;P32,sphere;sensor,本库采集方案扩展；来源提供分解框架或相近任务,DexUMI: Using Human Hand as the Universal Manipulation Interface for Dexterous Manipulation;Classifying Human Manipulation Behavior,https://dex-umi.github.io/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,指腹滚动接触追踪。在固定工作区内记录接近、接触、执行和结束四个阶段。,力级任务必须有经标定的力 / 触觉记录；视频和 EMG 本身不能直接证明接触力达标。,[]
C11,短时滑移后重新夹紧,Slip-and-recover,contact,extension,P22;P31,cylinder;sensor,本库采集方案扩展；来源提供分解框架或相近任务,DexUMI: Using Human Hand as the Universal Manipulation Interface for Dexterous Manipulation;Classifying Human Manipulation Behavior,https://dex-umi.github.io/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,短时滑移后重新夹紧。在固定工作区内记录接近、接触、执行和结束四个阶段。,力级任务必须有经标定的力 / 触觉记录；视频和 EMG 本身不能直接证明接触力达标。,[]
C12,受控缓慢卸载,Controlled unloading,contact,extension,P15;P31,sensor,本库采集方案扩展；来源提供分解框架或相近任务,DexUMI: Using Human Hand as the Universal Manipulation Interface for Dexterous Manipulation;Classifying Human Manipulation Behavior,https://dex-umi.github.io/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,受控缓慢卸载。在固定工作区内记录接近、接触、执行和结束四个阶段。,力级任务必须有经标定的力 / 触觉记录；视频和 EMG 本身不能直接证明接触力达标。,[]
I31,按指令切换旋转轴,Commanded multi-axis continuous rotation,inhand,direct,P10;P18;P20,sphere,项目页 Multi-Axis Rotation Policy,In-Hand Object Rotation via Rapid Motor Adaptation,https://haozhi.io/hora/,真实机器人任务演示；对应关系见素材说明。,在持续手内转动中根据输入切换旋转轴；分别记录轴指令与实际角速度方向。,考察轴向跟踪、旋转进展、切换延迟与掉落；不使用目标四元数到达替代。,[]
I32,指间连续转笔,Continuous pen spinning,inhand,direct,P10;P18;P20,pen,项目页 teaser / Emergent Fingergaiting / Continuous Spinning,Lessons from Learning to Spin “Pens”;TeleDexter: Towards Human-level Dexterous Teleoperation,https://penspin.github.io/;https://bigai-dex.github.io/blog/teledexter/,真实机器人任务演示；对应关系见素材说明。,细长笔状物在指间连续旋转，协调换指、物体倾斜与位置漂移。,记录有效旋转周期、笔轴方向、物体中心漂移、卡滞与掉落。,"[{""source"": ""TELEDEXTER"", ""media"": ""td_pen"", ""label"": ""TeleDexter · 连续转笔"", ""locator"": ""In-Hand Manipulation / long-horizon pen spinning。"", ""scope"": ""In-Hand Manipulation / long-horizon pen spinning。"", ""relation"": ""对应任务 / 条件"", ""props"": [""pen""]}, {""source"": ""TELEDEXTER"", ""media"": ""td_penrecover"", ""label"": ""TeleDexter · 转笔中恢复"", ""locator"": ""In-Hand Manipulation / mid-spin recovery。"", ""scope"": ""连续转笔中失稳恢复，是该动作的恢复条件；不是新增转笔花式。"", ""relation"": ""对应任务 / 条件"", ""props"": []}]"
I33,掌内双球协调轮转,Baoding balls rotation,inhand,direct,P18;P20;P21;P34,baoding,作者研究说明 Figure 1 / Figure 4；论文 Baoding Balls task,Deep Dynamics Models for Learning Dexterous Manipulation,https://bair.berkeley.edu/blog/2019/09/30/deep-dynamics/,真实机器人任务演示；对应关系见素材说明。,同一只手同时协调两枚自由物体绕掌内循环移动，跟踪各球身份和相位。,两球按目标方向完成循环且不掉落；记录轨迹误差和球间接触。,[]
I34,利用重力辅助重定向,Gravity-assisted reorientation,inhand,adapted,P10;P18;P20;P22,cube,摘要：controlled use of gravity；拆解为观察子任务,Learning Dexterous In-Hand Manipulation,https://arxiv.org/abs/1808.00177,子策略的总览参考；不是独立动作录像,记录松开局部接触、物体受重力运动和重新抓稳的过程；同时记录手腕倾斜，避免混淆运动来源。,比较掌系物体姿态与接触时序；视频仅能支持可见的运动，不能独立确定接触力。,[]
U35,持稳魔方并转动顶层 90°,Rubik face rotation,tool,direct,P10;P20;P25,rubik,Analysis / Emergent meta-learning：top face 90 degrees clockwise or counterclockwise,Solving Rubik’s Cube with a Robot Hand,https://openai.com/index/solving-rubiks-cube/,真实机器人任务演示；对应关系见素材说明。,部分手指稳定魔方本体，其他手指使顶层相对本体转动 90°。,同时评估顶层转角和本体漂移；整体转动魔方不算面转。,[]
U36,魔方整体翻转与面转序列,Rubik cube flips and face-turn sequence,tool,direct,P10;P18;P20;P25,rubik,A full solve；Footnote A：face rotations and cube flips,Solving Rubik’s Cube with a Robot Hand,https://openai.com/index/solving-rubiks-cube/,真实机器人任务演示；对应关系见素材说明。,交替执行整块重定向和内部层转动；动作序列由外部给定，单独记录规划与执行。,逐步比较本体朝向、每层转角和指令序列，记录错误层转、卡滞和掉落。,[]
U37,单手稳瓶并拧开瓶盖,Single-hand lid unscrewing,tool,direct,P10;P20;P25,bottle,Experiments / Best policy evaluation,Learning Dexterous In-Hand Manipulation with Multifingered Hands via Visuomotor Diffusion,https://dex-manip.github.io/,真实机器人任务演示；对应关系见素材说明。,同一只手承担瓶体稳定与瓶盖拧转，通过不同手指的功能分工完成开盖。,瓶盖相对瓶体产生旋转与轴向分离；明确是否使用桌面辅助，不能混记为双手或夹具固定。,[]
U38,手指与手腕协同跟踪笔尖轨迹,Dexterous pencil trajectory tracking,tool,direct,P05;P10;P17;P18;P26,pen;paper,Flexibility in Task Execution / Figure 7,Deep Dynamics Models for Learning Dexterous Manipulation,https://bair.berkeley.edu/blog/2019/09/30/deep-dynamics/,仿真任务演示；对应关系见素材说明。,固定手的基座，协调手指和手腕，让笔尖跟踪给定轨迹。原研究展示为仿真。,记录笔尖路径与时间误差；明确目标是轨迹，不能仅以笔的最终朝向评价。,[]
B22,双手下手抛接物体,EggCatchUnderarm,bimanual,direct,P09;P15;P33,ellipsoid,Results / EggCatchUnderarm / TOPDM,Solving Challenging Dexterous Manipulation Tasks With Trajectory Optimisation and Reinforcement Learning,https://dexterous-manipulation.github.io/,仿真任务演示；对应关系见素材说明。,抛出手释放物体，接收手在自由飞行后建立接触并保持；来源展示为仿真。,区分释放、自由飞行、首次接触与稳定接获；未离手的转交不计为抛接。,[]
B23,双手上手抛接物体,EggCatchOverarm,bimanual,direct,P09;P15;P33,ellipsoid,Results / EggCatchOverarm / TOPDM,Solving Challenging Dexterous Manipulation Tasks With Trajectory Optimisation and Reinforcement Learning,https://dexterous-manipulation.github.io/,仿真任务演示；对应关系见素材说明。,按照原环境的上手抛接构型完成飞行与接获；具体初始构型以原演示为准。,记录两手起始位姿和飞行轨迹，检查接获后保持；这是抛接族的构型变体。,[]
B24,双手双物体抛接,TwoEggCatchUnderarm,bimanual,direct,P09;P15;P33;P34,ellipsoid,Results / TwoEggCatchUnderarm / TOPDM,Solving Challenging Dexterous Manipulation Tasks With Trajectory Optimisation and Reinforcement Learning,https://dexterous-manipulation.github.io/,仿真任务演示；对应关系见素材说明。,同时追踪两枚物体的释放与接获，防止把一枚成功接住当成完整成功。,分别记录两个物体的轨迹、接触事件和终态；两物体都满足目标才计成功。,[]
B25,双手多指按节奏弹奏,Bimanual timed piano playing,bimanual,direct,P09;P15;P23;P35,keyboard,项目页 Simple pieces / Twinkle Twinkle Little Star,RoboPianist: Dexterous Piano Playing with Deep Reinforcement Learning,https://kzakka.com/robopianist/,仿真任务演示；对应关系见素材说明。,按音符与时间目标协调多个手指击键和松键，包含双手分工；此处为仿真研究演示。,比较目标/实际音符、起止时间、误触和漏触；不同曲目作为条件，不重复计为动作族。,[]
I35,侧倒初态恢复后持续旋转,Upright a fallen initial grasp and resume rotation,inhand,direct,P10;P18;P20,switch_object;bulb;can;piggy,Challenging-start recovery：0 s switch 侧倒，调整为可旋转状态。,World Synesthesia Model for Generalizable and Robust Dexterous In-Hand Manipulation,https://wmcraftnet.github.io/,真实机器人 · 自主策略；对应范围以本段素材说明为准。,从侧倒、不利抓握初态调整物体，使其进入可持续旋转的接触构型。不同于执行中受到扰动。,记录初始侧倒方向、扶正时间、恢复后旋转进展和掉落。,"[{""source"": ""WMCRAFT"", ""media"": ""wm_start"", ""label"": ""WM-Craftnet · 侧倒初态扶正后旋转"", ""locator"": ""Challenging-start recovery：0 s switch 侧倒，调整为可旋转状态。"", ""scope"": ""Challenging-start recovery：0 s switch 侧倒，调整为可旋转状态。"", ""relation"": ""直接来源任务"", ""props"": [""switch_object""]}, {""source"": ""WMCRAFT"", ""media"": ""wm_bulb"", ""label"": ""WM-Craftnet · 灯泡三指扶正后旋转"", ""locator"": ""Challenging Initialization Pose / Bulb：0–5 s 拇指、食指、中指扶正。"", ""scope"": ""Challenging Initialization Pose / Bulb：0–5 s 拇指、食指、中指扶正。"", ""relation"": ""对应任务 / 条件"", ""props"": [""bulb""]}, {""source"": ""WMCRAFT"", ""media"": ""wm_init_can"", ""label"": ""WM-Craftnet · 五指扶正易拉罐"", ""locator"": ""Challenging Initialization Pose / 0–5 s 五指扶正，随后 Z 轴旋转"", ""scope"": ""初态调整的仿真变体；0–5 s 五指扶正，随后 Z 轴旋转。不表示该物体具有主要实机录像中的同一初始状态。"", ""relation"": ""相关恢复变体"", ""props"": [""can""]}, {""source"": ""WMCRAFT"", ""media"": ""wm_init_piggy"", ""label"": ""WM-Craftnet · 五指调整储蓄罐初态"", ""locator"": ""Challenging Initialization Pose / 0–5 s 五指调整至可控区域，随后 Z 轴旋转"", ""scope"": ""初态调整的仿真变体；0–5 s 五指调整至可控区域，随后 Z 轴旋转。不表示该物体具有主要实机录像中的同一初始状态。"", ""relation"": ""相关恢复变体"", ""props"": [""piggy""]}]"
I36,物体滑入掌区后送回并续转,Palm-region recovery during rotation,inhand,direct,P10;P17;P20;P30,toy_bucket;cylinder;bottle;corner_block,Bucket palm-region recovery：约 6 s 滑入掌区后重新调整并续转。,World Synesthesia Model for Generalizable and Robust Dexterous In-Hand Manipulation,https://wmcraftnet.github.io/,真实机器人 · 自主策略；对应范围以本段素材说明为准。,旋转中的物体进入掌区后，手指将其送回可控工作区并继续旋转；保留失稳到恢复的全过程。,分别记录掌区进入、返回工作区、恢复连续旋转三项事件；不能只截取成功终态。,"[{""source"": ""WMCRAFT"", ""media"": ""wm_palm"", ""label"": ""WM-Craftnet · 桶形物滑入掌区后送回"", ""locator"": ""Bucket palm-region recovery：约 6 s 滑入掌区后重新调整并续转。"", ""scope"": ""Bucket palm-region recovery：约 6 s 滑入掌区后重新调整并续转。"", ""relation"": ""直接来源任务"", ""props"": [""toy_bucket"", ""cylinder""]}, {""source"": ""WMCRAFT"", ""media"": ""wm_cylinder"", ""label"": ""WM-Craftnet · 圆柱受接触扰动后恢复"", ""locator"": ""Cylinder unexpected-contact recovery：约 6 s、15 s。"", ""scope"": ""Cylinder unexpected-contact recovery：约 6 s、15 s。"", ""relation"": ""对应任务 / 条件"", ""props"": []}, {""source"": ""WMCRAFT"", ""media"": ""wm_init_bottle"", ""label"": ""WM-Craftnet · 拇指引导瓶体回到工作区"", ""locator"": ""Challenging Initialization Pose / 0–10 s 拇指调整瓶子靠近手指，随后 Y 轴旋转"", ""scope"": ""初态调整的仿真变体；0–10 s 拇指调整瓶子靠近手指，随后 Y 轴旋转。不表示该物体具有主要实机录像中的同一初始状态。"", ""relation"": ""相关恢复变体"", ""props"": [""bottle""]}, {""source"": ""WMCRAFT"", ""media"": ""wm_init_corner_block"", ""label"": ""WM-Craftnet · 拇指与小指调整拐角块"", ""locator"": ""Challenging Initialization Pose / 0–4 s 引导至掌指交界，随后 Z 轴旋转"", ""scope"": ""初态调整的仿真变体；0–4 s 引导至掌指交界，随后 Z 轴旋转。不表示该物体具有主要实机录像中的同一初始状态。"", ""relation"": ""相关恢复变体"", ""props"": [""corner_block""]}]"
I37,改变手掌朝向时保持手内旋转,Continuous rotation under changing palm orientation,inhand,direct,P07;P10;P18;P20,cylinder,Gravity-Invariant Rotation / Successful sim-to-real transfer。,World Synesthesia Model for Generalizable and Robust Dexterous In-Hand Manipulation,https://wmcraftnet.github.io/,真实机器人 · 自主策略；对应范围以本段素材说明为准。,手掌相对重力方向变化时，保持物体相对手掌持续旋转。属于持续旋转的重力条件，单列为采集条件入口。,同时记录世界系掌姿和掌系物体姿态；腕部转动不能替代手内角进展。,"[{""source"": ""WMCRAFT"", ""media"": ""wm_gravity"", ""label"": ""WM-Craftnet · 改变掌向时持续旋转"", ""locator"": ""Gravity-Invariant Rotation / Successful sim-to-real transfer。"", ""scope"": ""Gravity-Invariant Rotation / Successful sim-to-real transfer。"", ""relation"": ""直接来源任务"", ""props"": [""cylinder""]}]"
I38,手与物体联合目标下的抓型转换,Any-grasp-to-any-grasp hand-object tracking,inhand,direct,P10;P18;P19;P20,cube;cylinder,Any-grasp-to-any-grasp / Leap Hand / cuboid；物体与手的目标同时变化。,TeleDexter: Towards Human-level Dexterous Teleoperation,https://bigai-dex.github.io/blog/teledexter/,真实机器人 · 遥操作；对应范围以本段素材说明为准。,跟踪同时给定的手姿与物体姿态，从初始抓型切换到目标抓型。与只要求物体终点朝向的重定向区分。,分别记录手部目标误差、物体位姿误差、接触切换和滑落；不能仅以物体到达评价。,"[{""source"": ""TELEDEXTER"", ""media"": ""td_cuboid"", ""label"": ""TeleDexter · 长方体抓型转换"", ""locator"": ""Any-grasp-to-any-grasp / Leap Hand / cuboid；物体与手的目标同时变化。"", ""scope"": ""Any-grasp-to-any-grasp / Leap Hand / cuboid；物体与手的目标同时变化。"", ""relation"": ""直接来源任务"", ""props"": [""cube"", ""cylinder""]}, {""source"": ""TELEDEXTER"", ""media"": ""td_cylinder"", ""label"": ""TeleDexter · 圆柱抓型转换"", ""locator"": ""Any-grasp-to-any-grasp / Leap Hand / cylinder；物体与手的目标同时变化。"", ""scope"": ""Any-grasp-to-any-grasp / Leap Hand / cylinder；物体与手的目标同时变化。"", ""relation"": ""对应任务 / 条件"", ""props"": []}]"
I39,螺丝刀在手内移到目标位置,Goal-conditioned in-hand tool translation,inhand,direct,P10;P17;P20,screw,Application: Tool Use / Goal-conditioned translation；定性仿真，不演示拧螺丝。,World Synesthesia Model for Generalizable and Robust Dexterous In-Hand Manipulation,https://wmcraftnet.github.io/,仿真 · 自主策略；对应范围以本段素材说明为准。,维持工具接触，把螺丝刀在手内调整到目标位置。来源为定性仿真展示；不把位置目标夸大成完整 6D 跟踪。,在声明的坐标系中记录位置误差和接触；补充掌系位移用于排除腕臂搬运。,"[{""source"": ""WMCRAFT"", ""media"": ""wm_move"", ""label"": ""WM-Craftnet · 螺丝刀目标位置平移"", ""locator"": ""Application: Tool Use / Goal-conditioned translation；定性仿真，不演示拧螺丝。"", ""scope"": ""Application: Tool Use / Goal-conditioned translation；定性仿真，不演示拧螺丝。"", ""relation"": ""直接来源任务"", ""props"": [""screw""]}]"
T21,翻转并重抓盘子后放入碗碟架,"Dish flip, regrasp and rack placement",transfer,direct,P08;P10;P18;P20;P16;P36;P15,plate;dish_rack,Capabilities / Dish-rack placement：Flip · regrasp · transport。,ADEPT: Accelerating Dexterity via Pre-Training and Post-Training using Reinforcement Learning,https://adept-dexterity.github.io/,真实机器人 · 自主策略；对应范围以本段素材说明为准。,拾取盘子，翻转和改变抓握，搬运并放入碗碟架。终点受架槽约束，与普通圆盘持握或自由放置不同。,盘子进入目标槽并在释放后稳定；分别标记翻转、重抓、入架与释放。,"[{""source"": ""ADEPT"", ""media"": ""ad_dish"", ""label"": ""ADEPT · 盘子翻转并放入架中"", ""locator"": ""Capabilities / Dish-rack placement：Flip · regrasp · transport。"", ""scope"": ""Capabilities / Dish-rack placement：Flip · regrasp · transport。"", ""relation"": ""直接来源任务"", ""props"": [""plate"", ""dish_rack""]}]"
T22,机械臂与手协同调整物体目标位姿,Arm-hand object reposing,transfer,direct,P08;P09;P10;P16;P18;P19;P20,cube;sphere;capsule;cone,The ADEPT recipe / Reposing pre-training；并行仿真教师，多种几何体。,ADEPT: Accelerating Dexterity via Pre-Training and Post-Training using Reinforcement Learning,https://adept-dexterity.github.io/,仿真 · 自主策略；对应范围以本段素材说明为准。,ADEPT 的预训练教师在臂手系统中完成物体位姿调整。目标涉及工作空间搬运与手内重定向，不将其直接等同于固定掌系的 I03。,同时报告工作空间目标误差和掌系相对运动；明确臂、腕、指各自贡献。,"[{""source"": ""ADEPT"", ""media"": ""ad_repose"", ""label"": ""ADEPT · 臂手物体位姿调整"", ""locator"": ""The ADEPT recipe / Reposing pre-training；并行仿真教师，多种几何体。"", ""scope"": ""The ADEPT recipe / Reposing pre-training；并行仿真教师，多种几何体。"", ""relation"": ""直接来源任务"", ""props"": [""cube"", ""sphere"", ""capsule"", ""cone""]}]"
U39,手持螺纹桌腿对准并旋入底座,Threaded table-leg screwing,tool,direct,P10;P18;P20;P25;P36,threaded_leg,Watch Play2Perfect in Slow Speed / Screwing。,What Matters in Dexterous Play Pretraining for Precise Assembly?,https://play2perfect.github.io/,真实机器人 · 自主策略；对应范围以本段素材说明为准。,抓住带螺纹的桌腿状构件，调整到螺纹座并旋入。被驱动的是整个零件，而非用螺丝刀驱动螺钉。,记录啮合、轴向进给、旋转量和卡扣 / 螺纹卡滞，按夹具终态判断完成。,"[{""source"": ""PLAY2PERFECT"", ""media"": ""p2_screw"", ""label"": ""Play2Perfect · 螺纹桌腿旋入"", ""locator"": ""Watch Play2Perfect in Slow Speed / Screwing。"", ""scope"": ""Watch Play2Perfect in Slow Speed / Screwing。"", ""relation"": ""直接来源任务"", ""props"": [""threaded_leg""]}]"
U40,分阶段多部件精密装配,Multi-part sequential assembly,tool,direct,P08;P10;P18;P20;P36;P15,multipart_kit,Watch Play2Perfect in Slow Speed / Multi-Part Assembly。,What Matters in Dexterous Play Pretraining for Precise Assembly?,https://play2perfect.github.io/,真实机器人 · 自主策略；对应范围以本段素材说明为准。,依次操纵不同部件完成两阶段装配；记录已装入部件如何改变后续配合约束。区别于双手拼合两个普通积木。,逐阶段记录取件、重定向、配合完成；所有部件均到位才记完整任务成功。,"[{""source"": ""PLAY2PERFECT"", ""media"": ""p2_multi"", ""label"": ""Play2Perfect · 多部件装配"", ""locator"": ""Watch Play2Perfect in Slow Speed / Multi-Part Assembly。"", ""scope"": ""Watch Play2Perfect in Slow Speed / Multi-Part Assembly。"", ""relation"": ""直接来源任务"", ""props"": [""multipart_kit""]}]"
U41,单手调整充电器并插入插座模型,Charger insertion into socket,tool,direct,P10;P18;P20;P36,plug,Select Assembly Task：iPhone Charger into Socket / YCB Fork in Rack；选择任务后播放。,What Matters in Dexterous Play Pretraining for Precise Assembly?,https://play2perfect.github.io/,仿真 · 自主策略；对应范围以本段素材说明为准。,在 Play2Perfect 浏览器仿真中选择 iPhone Charger into Socket；单只灵巧手调整刚性充电器并插入。原 B11 是双手扶线插接。,记录插头方向、对准误差与插入深度；若采集实物，使用无电配合模型。,"[{""source"": ""PLAY2PERFECT"", ""media"": ""p2_interactive"", ""label"": ""Play2Perfect · 可交互装配仿真"", ""locator"": ""Select Assembly Task：iPhone Charger into Socket / YCB Fork in Rack；选择任务后播放。"", ""scope"": ""Select Assembly Task：iPhone Charger into Socket / YCB Fork in Rack；选择任务后播放。"", ""relation"": ""直接来源任务"", ""props"": [""plug""]}]"
U42,餐叉重定向后插入收纳架,YCB fork insertion into rack,tool,direct,P10;P18;P20;P36;P15,fork;fork_rack,Select Assembly Task：iPhone Charger into Socket / YCB Fork in Rack；选择任务后播放。,What Matters in Dexterous Play Pretraining for Precise Assembly?,https://play2perfect.github.io/,仿真 · 自主策略；对应范围以本段素材说明为准。,在浏览器仿真中选择 YCB Fork in Rack。这里的 fork 是餐叉，与双叉异形插销不是同一个道具。,餐叉朝向、位置与收纳架匹配，进入指定位置；记录滑落、碰架和重抓。,"[{""source"": ""PLAY2PERFECT"", ""media"": ""p2_interactive"", ""label"": ""Play2Perfect · 可交互装配仿真"", ""locator"": ""Select Assembly Task：iPhone Charger into Socket / YCB Fork in Rack；选择任务后播放。"", ""scope"": ""Select Assembly Task：iPhone Charger into Socket / YCB Fork in Rack；选择任务后播放。"", ""relation"": ""直接来源任务"", ""props"": [""fork"", ""fork_rack""]}]"
U43,装配失败后重新对准并重试,Closed-loop assembly retry after failure,tool,direct,P10;P17;P18;P20;P36,peg;multipart_kit;threaded_leg,Recovery Behavior / 第一段；包含失败和后续重试。,What Matters in Dexterous Play Pretraining for Precise Assembly?,https://play2perfect.github.io/,真实机器人 · 自主策略；对应范围以本段素材说明为准。,在未完成配合或初次尝试失败后继续调整抓握与位姿，再次装配。是装配任务的恢复阶段，不是一个新的配合几何。,记录每次失败、重新对准与最终完成的时间；保留失败试次，避免只统计最后一段。,"[{""source"": ""PLAY2PERFECT"", ""media"": ""p2_retry"", ""label"": ""Play2Perfect · 装配失败后重试"", ""locator"": ""Recovery Behavior / 第一段；包含失败和后续重试。"", ""scope"": ""Recovery Behavior / 第一段；包含失败和后续重试。"", ""relation"": ""直接来源任务"", ""props"": [""peg"", ""multipart_kit"", ""threaded_leg""]}, {""source"": ""PLAY2PERFECT"", ""media"": ""p2_retry2"", ""label"": ""Play2Perfect · 第二段重试"", ""locator"": ""Recovery Behavior / 第二段。"", ""scope"": ""Recovery Behavior / 第二段。"", ""relation"": ""对应任务 / 条件"", ""props"": []}]"
U44,锤子换面：敲入、拔钉并放回,Hammer use with functional reorientation,tool,direct,P08;P10;P18;P20;P26;P37;P24;P15,hammer;nail_board,Full Task Teleoperation / 锤子完整使用链 / 第 1 次演示。,TeleDexter: Towards Human-level Dexterous Teleoperation,https://bigai-dex.github.io/blog/teledexter/,真实机器人 · 遥操作；对应范围以本段素材说明为准。,拾取 → 锤面朝下 → 敲钉 → 转成羊角朝下 → 拔钉 → 重定向 → 放回。相同工具在不同阶段需要不同功能朝向。,分别标注 7 个阶段、锤面 / 羊角方向及钉子状态；全链完成才计任务成功。,"[{""source"": ""TELEDEXTER"", ""media"": ""td_hammer"", ""label"": ""TeleDexter · 锤子完整使用链"", ""locator"": ""Full Task Teleoperation / 锤子完整使用链 / 第 1 次演示。"", ""scope"": ""Full Task Teleoperation / 锤子完整使用链 / 第 1 次演示。"", ""relation"": ""直接来源任务"", ""props"": [""hammer"", ""nail_board""]}]"
U45,持锤敲入钉子,Hammer driving a nail,tool,direct,P10;P26;P37,hammer;nail_board,Autonomous Policy Learning / 锤击；这是单项策略，不是完整遥操作链。,TeleDexter: Towards Human-level Dexterous Teleoperation,https://bigai-dex.github.io/blog/teledexter/,真实机器人 · 自主策略；对应范围以本段素材说明为准。,保持锤子功能朝向，通过冲击将钉子敲入板中；来源另有自主策略录像。,记录冲击时刻、接触位置和钉子推进量；区分挥动与有效敲击。,"[{""source"": ""TELEDEXTER"", ""media"": ""td_policy_hammer"", ""label"": ""TeleDexter · 自主锤击"", ""locator"": ""Autonomous Policy Learning / 锤击；这是单项策略，不是完整遥操作链。"", ""scope"": ""Autonomous Policy Learning / 锤击；这是单项策略，不是完整遥操作链。"", ""relation"": ""直接来源任务"", ""props"": [""hammer"", ""nail_board""]}]"
U46,转为羊角抓型并拔钉,Claw-hammer nail extraction,tool,adapted,P10;P18;P20;P24;P26,hammer;nail_board,Full Task Teleoperation / 锤子完整使用链 / 第 1 次演示。,TeleDexter: Towards Human-level Dexterous Teleoperation,https://bigai-dex.github.io/blog/teledexter/,真实机器人 · 遥操作；完整任务中的子步骤，非独立子任务录像。,完整 Hammer Use 中将羊角对准钉子并拔出；使用原完整录像作为子步骤参考。,记录羊角嵌合、工具支点及钉子拔出；单纯上提锤子不算成功。,"[{""source"": ""TELEDEXTER"", ""media"": ""td_hammer"", ""label"": ""TeleDexter · 锤子完整使用链"", ""locator"": ""Full Task Teleoperation / 锤子完整使用链 / 第 1 次演示。"", ""scope"": ""Full Task Teleoperation / 锤子完整使用链 / 第 1 次演示。"", ""relation"": ""任务子步骤"", ""props"": [""hammer"", ""nail_board""]}]"
U47,刷子重定向并向不同方向刷扫,Brush use with directional reorientation,tool,direct,P08;P10;P18;P20;P22;P26;P15,brush,Full Task Teleoperation / 刷子完整使用链 / 第 1 次演示。,TeleDexter: Towards Human-level Dexterous Teleoperation,https://bigai-dex.github.io/blog/teledexter/,真实机器人 · 遥操作；对应范围以本段素材说明为准。,拾取 → 重定向 → 向前刷扫 → 刷毛转向右侧 → 向右刷扫 → 重定向 → 放回。方向是阶段目标，不再拆成多个新动作。,检查各阶段刷毛与表面的接触和方向；记录工具朝向切换是否在手内完成。,"[{""source"": ""TELEDEXTER"", ""media"": ""td_brush"", ""label"": ""TeleDexter · 刷子完整使用链"", ""locator"": ""Full Task Teleoperation / 刷子完整使用链 / 第 1 次演示。"", ""scope"": ""Full Task Teleoperation / 刷子完整使用链 / 第 1 次演示。"", ""relation"": ""直接来源任务"", ""props"": [""brush""]}]"
U48,保持刷毛接触并刷扫,Brush sweeping,tool,direct,P10;P22;P26,brush,Autonomous Policy Learning / 刷扫；这是单项策略，不是完整遥操作链。,TeleDexter: Towards Human-level Dexterous Teleoperation,https://bigai-dex.github.io/blog/teledexter/,真实机器人 · 自主策略；对应范围以本段素材说明为准。,保持刷毛朝向目标表面并执行刷扫；来源有独立自主策略演示。,记录扫过区域、刷毛接触区和路径；视频不能单独证明接触力。,"[{""source"": ""TELEDEXTER"", ""media"": ""td_policy_brush"", ""label"": ""TeleDexter · 自主刷扫"", ""locator"": ""Autonomous Policy Learning / 刷扫；这是单项策略，不是完整遥操作链。"", ""scope"": ""Autonomous Policy Learning / 刷扫；这是单项策略，不是完整遥操作链。"", ""relation"": ""直接来源任务"", ""props"": [""brush""]}]"
U49,螺丝刀拾取、换抓、拧紧并放回,Screwdriver use with functional reorientation,tool,direct,P08;P10;P18;P20;P25;P26;P15,screw,Full Task Teleoperation / 螺丝刀完整使用链 / 第 1 次演示。,TeleDexter: Towards Human-level Dexterous Teleoperation,https://bigai-dex.github.io/blog/teledexter/,真实机器人 · 遥操作；对应范围以本段素材说明为准。,拾取 → 转到可用抓型 → 拧紧螺丝 → 重定向 → 放回。已有 U07 对应其中紧固步骤，本条补入完整功能抓型切换链。,分别检查 5 个阶段；保留工具在手内的抓型变化与螺丝的实际推进。,"[{""source"": ""TELEDEXTER"", ""media"": ""td_screwdriver"", ""label"": ""TeleDexter · 螺丝刀完整使用链"", ""locator"": ""Full Task Teleoperation / 螺丝刀完整使用链 / 第 1 次演示。"", ""scope"": ""Full Task Teleoperation / 螺丝刀完整使用链 / 第 1 次演示。"", ""relation"": ""直接来源任务"", ""props"": [""screw""]}]"
